,001a,001b,002a,002b,003a,003b,004a,004b,005a,005b,006a,006b,007a,007b,008a,008b,009a,009b,010a,010b,011a,011b,012a,012b,013a,013b,014a,014b,015a,015b,016a,016b,017a,017b,018a,018b,019a,019b,020a,020b,021a,021b,022a,022b,023a,023b,024a,024b,025a,025b,026a,026b,027a,027b,028a,028b,029a,029b,030a,030b,031a,031b,032a,032b,033a,033b,034a,034b,035a,035b,036a,036b,037a,037b,038a,038b,039a,039b,040a,040b,041a,041b,042a,042b,043a,043b,044a,044b,045a,045b,046a,046b,047a,047b,048a,048b,049a,049b,050a,050b,051a,051b,052a,052b,053a,053b,054a,054b,055a,055b,056a,056b,057a,057b,058a,058b,059a,059b,060a,060b,061a,061b,062a,062b,063a,063b,064a,064b,065a,065b,066a,066b,067a,067b,068a,068b,069a,069b,070a,070b,071a,071b,072a,072b,073a,073b,074a,074b,075a,075b,076a,076b,077a,077b,078a,078b,079a,079b,080a,080b,081a,081b,082a,082b,083a,083b,084a,084b,085a,085b,086a,086b,087a,087b,088a,088b,089a,089b,090a,090b,091a,091b,092a,092b,093a,093b,094a,094b,095a,095b,096a,096b,097a,097b,098a,098b,099a,099b,100a,100b,101a,101b,102a,102b,103a,103b,104a,104b,105a,105b,106a,106b,107a,107b,108a,108b,109a,109b,110a,110b,111a,111b,112a,112b,113a,113b,114a,114b,115a,115b,116a,116b,117a,117b,118a,118b,119a,119b,120a,120b,121a,121b,122a,122b,123a,123b,124a,124b,125a,125b,126a,126b,127a,127b,128a,128b,129a,129b,130a,130b,131a,131b,132a,132b,133a,133b,134a,134b,135a,135b,136a,136b,137a,137b,138a,138b,139a,139b,140a,140b,141a,141b,142a,142b,143a,143b,144a,144b,145a,145b,146a,146b,147a,147b,148a,148b,149a,149b,150a
1648,e4,e5,Nf3,d6,Bc4,Be6,Bxe6,fxe6,O-O,Nf6,d3,Nc6,Bg5,Be7,Nc3,a6,Bxf6,Bxf6,Ne2,Qe7,Ng3,g6,c3,O-O-O,d4,Na5,dxe5,dxe5,Qe2,Qc5,Rad1,Nc4,b3,Nd6,Rfe1,Bh4,Qe3,Bxg3,hxg3,Qxe3,Rxe3,Nb5,c4,Rxd1+,Kh2,Na3,Nxe5,Nc2,Re2,Nd4,Re3,Rf8,f3,Nc2,Re2,Rc1,g4,Re1,Rxc2,Rd8,Kg3,Red1,c5,R8d2,Rc4,Rxa2,c6,b5,Rc5,Ra3,b4,Rb3,Nf7,Rxb4,Re5,Rbd4,Rxe6,Rc4,Re8+,Rd8,Rxd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,e4,e5,Qh5,Nc6,Bc4,Nf6,Qxf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,e4,d5,Nf3,dxe4,Ne5,f6,Nc4,Be6,d3,exd3,cxd3,Bxc4,dxc4,Qxd1+,Kxd1,Nc6,Bf4,O-O-O+,Nd2,e5,Be3,Bb4,Bd3,Rxd3,Re1,Nge7,h4,Rhd8,Re2,Nf5,Rc1,Nxe3+,Ke1,Bxd2+,Rxd2,Rxd2,fxe3,Nb4,a3,Nd3+,Kf1,Nxc1,Ke1,Rd1+,Kf2,Nd3+,Kf3,Nxb2,Ke2,Nxc4,Kf3,Nxa3,g4,g5,hxg5,fxg5,Ke4,a5,Kxe5,b5,Kf5,b4,Kxg5,b3,Kh6,b2,Kxh7,b1,Kh6,Rh8+,Kg5,Qh7,Kf4,Nb5,g5,Rf8+,Kg4,Qe4+,Kh5,Rh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,e4,e5,Nf3,Nc6,Nc3,Bc5,d3,d6,Be2,Nf6,O-O,O-O,a3,h6,b4,Bb6,Nh4,a6,Na4,Ba7,c4,b5,Nc5,dxc5,cxb5,axb5,bxc5,Bxc5,a4,Nd4,Re1,Bd7,Be3,c6,Nf3,Bg4,Nxd4,exd4,Bd2,Re8,axb5,cxb5,Rxa8,Qxa8,Bxg4,Nxg4,f3,Ne3,Bxe3,dxe3,Qb1,Qa5,g4,b4,h4,b3,Re2,Rd8,Qxb3,Qa6,Qc4,Qd6,Kf1,Bd4,h5,Qg3,Rg2,Qxf3+,Ke1,Qxg2,Qc7,Qf2+,Kd1,e2+,Kc2,e1,Kb3,Qb2+,Kc4,Qec1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,e4,e5,Nf3,d6,Nc3,Nf6,d4,Bg4,dxe5,Bxf3,Qxf3,dxe5,Bb5+,c6,Bc4,Nbd7,O-O,Be7,Bg5,O-O,Bxf6,Bxf6,Rad1,b5,Bb3,a5,Qf5,Ra7,a4,bxa4,Bxa4,Qc7,Rd2,Nc5,b3,Nxa4,Nxa4,c5,Rfd1,Raa8,Rd7,Qc8,R7d5,Qxf5,exf5,Rac8,Nxc5,Rfe8,c4,g6,fxg6,hxg6,Nd7,Bg7,Re1,f6,Rxa5,e4,c5,f5,b4,Rc7,Nb6,Bc3,Nd5,Bxe1,Nxc7,Rc8,Ne6,Bxb4,Rb5,Bc3,Kf1,Re8,Nf4,Kg7,c6,Rd8,Ne6+,Kf7,Nxd8+,Ke7,Nb7,Be5,Rxe5+,Kf6,Rd5,Ke6,Rd6+,Ke7,c7,g5,c8,Kf7,Qd7+,Kg8,Rg6+,Kh8,Rxg5,f4,Qd8+,Kh7,Rh5+,Kg6,Rg5+,Kf7,Qg8+,Kf6,Qg6+,Ke7,Re5+,Kd7,Nc5+,Kc7,Qg7+,Kd8,Qf7,e3,fxe3,fxe3,Rxe3,Kc8,Re8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,e3,e5,Qf3,Qe7,Bc4,d6,Nc3,Be6,Qxb7,Bxc4,Qxa8,Qd8,Qxa7,Be7,Qa4+,c6,Qxc4,Nf6,b4,d5,Qe2,Qd7,Nf3,Bxb4,a4,Bxc3,dxc3,e4,Nd4,Qe6,Ba3,Qd7,Rb1,Qd8,Nf5,Rg8,Rxb8,Qxb8,O-O,g6,Ne7,Rg7,Nxc6,Qa8,Qb5,Nd7,Qxd5,Qc8,Qxe4+,Ne5,Qxe5+,Kd7,Qd6+,Ke8,Qe7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,e4,e5,Nf3,Nc6,d3,Bc5,Nc3,Nf6,Be2,d6,O-O,Bg4,Be3,Bxe3,fxe3,h6,d4,O-O,d5,Nb4,a3,Na6,b4,c6,Bxa6,bxa6,Na4,cxd5,exd5,e4,c4,exf3,gxf3,Bh3,Rf2,Qd7,e4,Rfe8,c5,dxc5,bxc5,Qb5,c6,Re5,Nc3,Qc5,Qd2,Rg5+,Kh1,Nxe4,Nxe4,Rxd5,Nxc5,Rxd2,Rxd2,Re8,Rad1,Re3,Rf2,Rxa3,Rd8+,Kh7,Rd3,Ra1+,Rd1,Rxd1+,Rf1,Rxf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,d4,d5,c4,c6,Nf3,e6,Bf4,Bd6,e3,Bxf4,exf4,Nf6,Qe2,O-O,cxd5,cxd5,Ne5,Nc6,Nc3,Nxd4,Qd3,Nc6,Be2,g6,Rc1,d4,Ne4,Nxe4,Qxe4,Qf6,Bd3,a5,Nxc6,bxc6,Rxc6,Bb7,Rc8,Raxc8,Qxb7,Rc1+,Ke2,Rxh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,e4,Nf6,e5,Nd5,Bc4,Nb4,a3,N4c6,d4,e6,Nf3,d5,Bd3,g6,O-O,Bg7,Bg5,Qd7,Nc3,O-O,b4,h6,Be3,Ne7,b5,a6,a4,a5,g3,c6,Qb1,b6,Bf4,c5,dxc5,bxc5,b6,c4,Be2,Nec6,Be3,Na6,Nb5,Nxe5,Nxe5,Bxe5,Ra2,Nb4,Bc5,Bd6,Bxb4,Bxb4,Nc7,Rb8,Na6,Bxa6,c3,Bxc3,Qc2,Bb4,Rd1,Rxb6,Bg4,c3,Be2,Rc8,Bxa6,Rxa6,Qd3,Rac6,Rc1,Qc7,Rcc2,Qe5,Qe3,Qc7,Qxh6,Bf8,Qe3,Kh7,g4,Bh6,Qh3,Qe5,f3,Rc4,Qg3,Qe3+,Qf2,Qf4,Qg2,Rxa4,h4,Rxa2,Rxa2,Qc1+,Kh2,Qf4+,Kh3,Qc1,g5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,e4,e5,Nf3,Nc6,Bc4,d6,h3,Nf6,Nc3,Be7,d3,O-O,Be3,a6,Bb3,b5,a3,b4,Nd5,bxa3,Nxf6+,Bxf6,bxa3,Na5,Bd5,Bb7,O-O,Bxd5,exd5,c6,Qd2,cxd5,Qxa5,Qxa5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,e4,e5,d3,Nf6,Nf3,Nc6,Be2,d5,Nbd2,g6,O-O,Bg7,g3,O-O,Nb3,Bd7,Nc5,b6,Nb3,Re8,exd5,Nxd5,d4,a5,dxe5,Bxe5,Qxd5,Be6,Qxd8,Raxd8,Nbd2,Nb4,c3,Nc2,Rb1,Bf6,Bd3,Bf5,Bxc2,Bxc2,Ra1,c5,Nc4,Bd3,Nxb6,Bxf1,Be3,Bh3,Bxc5,Rd2,Nxd2,Re2,Be3,Bd8,Nd5,a4,Nf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,e4,e5,Qh5,Nc6,Bc4,Qe7,c3,Nf6,Qf3,d6,d3,Bg4,Qg3,Be6,Bg5,Bxc4,dxc4,h6,Bxf6,Qxf6,Nd2,Be7,Ngf3,a5,Nh4,g6,O-O,g5,Nf5,Kd8,Qd3,Kc8,Nb3,b6,Qd5,Ra6,Qxc6,a4,Nd2,Qe6,b3,Qd7,Nxe7+,Qxe7,bxa4,Qd7,Qd5,Rxa4,Nb3,Rf8,f3,f5,c5,bxc5,Rfb1,Ra6,Nd2,Qc6,Qe6+,Qd7,Qc4,Qc6,a4,f4,Rb5,Rb6,Rab1,Rxb5,Rxb5,Kd7,Nb3,Qa6,Na5,Ke7,Qd5,h5,Nc6+,Kf6,Rb8,Rxb8,Nxb8,Qxa4,Nd7+,Qxd7,Qg8,Qg7,Qd8+,Qe7,Qh8+,Qg7,Qxh5,Qf7,Qg4,Qg6,Qd7,Qf7,Qf5+,Ke7,Qxg5+,Kd7,Qg4+,Kc6,Qc8,Qb3,Qa6+,Qb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,e4,c5,Nf3,Nc6,e5,d5,exd6,exd6,Qe2+,Be7,Qd1,Nf6,Bd3,Nd4,O-O,Bg4,Be2,Nxe2+,Qxe2,O-O,h3,Bh5,g4,Bg6,d3,Nd5,Bd2,Re8,Bc3,Nf4,Qd2,Nxh3+,Kg2,Bg5,Qe2,Rxe2,Nxg5,Nxg5,Nd2,Qd7,Nf3,Qxg4+,Kh1,Qxf3+,Kg1,Qg4+,Kh1,Qh3+,Kg1,Nf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,e4,e5,c3,Nc6,Bc4,d6,Qb3,Be7,Bxf7+,Kd7,Qe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,d4,d5,c4,c6,c5,e6,e3,Be7,Bd3,Nf6,Nf3,b6,b4,bxc5,bxc5,Nbd7,Nc3,O-O,O-O,a6,Qa4,g6,Qxc6,Bb7,Qxb7,Nb6,Ne5,Bd6,Nc6,Qc8,Qxc8,Raxc8,cxd6,Rxc6,e4,Rxc3,Bh6,Rd8,Bxa6,Nxe4,Rfc1,Ra3,Be2,Nd2,Bxd2,Kf8,Bh6+,Ke8,Bb5+,Rd7,Bxd7+,Nxd7,Rc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,e4,g6,d4,Nf6,e5,Nd5,Bc4,e6,Nf3,Bg7,O-O,Nf4,Bxf4,Nc6,Bg5,f6,exf6,Bxf6,Bxf6,Qxf6,c3,O-O,Na3,a6,Re1,d5,Bd3,Ne7,Qd2,b6,Ng5,c5,Re2,Qxf2+,Rxf2,Re8,Qf4,Bb7,Qf7+,Kh8,Qxe6,Nc6,Qf6+,Kg8,Qf7+,Kh8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,e4,e5,Nf3,Nc6,Bb5,d6,O-O,Bd7,Nc3,Nf6,d4,Be7,d5,Nb4,Bxd7+,Qxd7,a3,Na6,Bg5,O-O,b4,c6,dxc6,bxc6,Qe2,Nc7,a4,Nh5,Bxe7,Qxe7,b5,Nf4,Qc4,d5,exd5,cxd5,Qc6,e4,Nd4,Nce6,Nf5,Qe8,Qxe8,Raxe8,g3,Ng6,Nxd5,Ne5,Kg2,Nc4,Rfe1,g6,Nfe7+,Rxe7,Nxe7+,Kg7,Rxe4,Nd2,Re3,Re8,Nc6,Nc4,Ree1,a5,bxa6,Nb6,Red1,Na8,Rd7,Nc5,a7,Nxd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,e4,e5,Nf3,d6,Nc3,f5,d3,Nc6,Be2,Nf6,Bg5,Be7,Bxf6,Bxf6,O-O,Nd4,Nxd4,exd4,Nd5,Be5,Qd2,Bxh2+,Kxh2,fxe4,dxe4,O-O,Nf4,Qh4+,Kg1,Rxf4,g3,Qh3,Qxf4,Be6,f3,Rf8,Qh4,c6,Qxh3,Bxh3,Rf2,d5,exd5,cxd5,Bb5,a6,Bd3,b5,c3,dxc3,bxc3,g6,g4,h5,Kh2,hxg4,Bxg6,Rxf3,Rxf3,gxf3,Kxh3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,c4,e5,Nc3,Nc6,g3,Nf6,Bg2,Bc5,e3,O-O,d4,exd4,exd4,Nxd4,Nf3,Nc6,O-O,d6,a3,Bg4,b4,Bd4,Nxd4,Bxd1,Nxc6,bxc6,Bxc6,Bf3,Bxa8,Bxa8,Bg5,h6,Bf4,c6,Rad1,d5,c5,Bb7,Ne2,Ba6,Rfe1,Bxe2,Rxe2,Re8,Rde1,Ne4,f3,Nf6,Be5,d4,Bxf6,gxf6,Rxe8+,Qxe8,Rxe8+,Kg7,Rc8,d3,Rxc6,d2,Rd6,f5,c6,f6,c7,Kf7,c8,Ke7,Qc7+,Kf8,Rd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,e4,e5,Nf3,f6,d3,c6,Be3,Qa5+,Bd2,Qb5,b3,Bb4,Bxb4,Qxb4+,Nbd2,d5,a3,Qc3,exd5,cxd5,Be2,Bf5,O-O,Ne7,Nh4,Bd7,g3,O-O,Bf3,Bc6,Ng2,f5,Ne3,e4,Be2,Nd7,dxe4,fxe4,Bg4,d4,Bxd7,Bxd7,Nxe4,dxe3,Nxc3,Bh3,Re1,exf2+,Kh1,f1,Rxf1,Rxf1+,Qxf1,Bxf1,Rxf1,Rf8,Re1,Nf5,Nd5,Nd4,Ne7+,Kh8,Rc1,Rf2,b4,b5,Nd5,Nxc2,Nc3,Nxa3,Nd1,Rd2,h4,Nc2,Kg1,Re2,Nf2,Nxb4,Rc8+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,e4,e5,d4,f6,Nf3,d6,Bc4,Ne7,dxe5,fxe5,Nxe5,dxe5,Qxd8+,Kxd8,O-O,Nd7,Bf7,Nc5,b4,Nxe4,Rd1+,Nd6,c4,b6,c5,bxc5,bxc5,g6,cxd6,cxd6,Rxd6+,Bd7,Nc3,Nc8,Rd3,Ke7,Bd5,Rb8,Bg5+,Ke8,Bf7+,Kxf7,Rxd7+,Kg8,Bf6,Nb6,Rxa7,Rc8,Bxh8,Kxh8,Ne4,Nc4,Nf6,Bc5,Rxh7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,e4,e5,Nf3,Nc6,d3,h6,Be2,d6,Be3,Bg4,Nc3,a6,O-O,Nf6,a3,Bxf3,Bxf3,Be7,b4,O-O,Ne2,b5,c3,Nd7,d4,exd4,Bxd4,Bf6,e5,dxe5,Bxc6,exd4,Bxa8,dxc3,Bc6,c2,Qxc2,Bxa1,Bxd7,Qxd7,Rxa1,Re8,Rd1,Qg4,Ng3,Qd4,Rxd4,Re1+,Nf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,e4,c5,Bc4,Nc6,Nf3,Nf6,e5,Ng4,O-O,Ngxe5,Nxe5,Nxe5,Be2,g6,Bf3,Bg7,c3,O-O,Na3,Nxf3+,Qxf3,d6,d3,e6,Bd2,Qb6,b4,cxb4,cxb4,Bxa1,Nc4,Qd4,Qe2,Bc3,Bxc3,Qxc3,b5,Qb4,Qd2,Qxd2,Nxd2,Bd7,a4,b6,Ne4,f5,Nxd6,Rad8,Nb7,Rc8,Nd6,Rc3,Rd1,Ra3,Nc4,Rxa4,d4,Rxc4,d5,Bxb5,dxe6,Re4,g3,Rxe6,h4,h5,f3,Re3,Kf2,Rfe8,Rd2,Bc6,f4,Rf3+,Kg2,Rd3+,Kf2,Rxd2+,Kg1,Rg2+,Kf1,Ree2,g4,Ra2,g5,Rgb2,Ke1,Ra1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
